title	year	party	municipality	district	votes	share
Šarišský Štiavnik - SaS - 2010	7	SaS	Šarišský Štiavnik	Okres Svidník	13	9.48
Šarišský Štiavnik - SDĽ - 2010	7	SDĽ	Šarišský Štiavnik	Okres Svidník	4	2.91
Šarišský Štiavnik - SMK - MKP - 2010	7	SMK - MKP	Šarišský Štiavnik	Okres Svidník	0	0.00
Šarišský Štiavnik - ĽS - HZDS - 2010	7	ĽS - HZDS	Šarišský Štiavnik	Okres Svidník	3	2.18
Šarišský Štiavnik - KSS - 2010	7	KSS	Šarišský Štiavnik	Okres Svidník	1	0.72
Šarišský Štiavnik - SNS - 2010	7	SNS	Šarišský Štiavnik	Okres Svidník	9	6.56
Šarišský Štiavnik - ND - 2010	7	ND	Šarišský Štiavnik	Okres Svidník	0	0.00
Šarišský Štiavnik - ZRS - 2010	7	ZRS	Šarišský Štiavnik	Okres Svidník	1	0.72
Šarišský Štiavnik - KDH - 2010	7	KDH	Šarišský Štiavnik	Okres Svidník	17	12.40
Šarišský Štiavnik - ĽSNS - 2010	7	ĽSNS	Šarišský Štiavnik	Okres Svidník	2	1.45
Šarišský Štiavnik - SDKÚ - DS - 2010	7	SDKÚ - DS	Šarišský Štiavnik	Okres Svidník	24	17.51
Šarišský Štiavnik - AZEN - 2010	7	AZEN	Šarišský Štiavnik	Okres Svidník	0	0.00
Šarišský Štiavnik - SMER - 2010	7	SMER	Šarišský Štiavnik	Okres Svidník	60	43.79
Šarišský Štiavnik - MOST - HÍD - 2010	7	MOST - HÍD	Šarišský Štiavnik	Okres Svidník	0	0.00
Šemetkovce - SRK - 2010	7	SRK	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - SaS - 2010	7	SaS	Šemetkovce	Okres Svidník	8	18.18
Šemetkovce - SDĽ - 2010	7	SDĽ	Šemetkovce	Okres Svidník	8	18.18
Šemetkovce - SMK - MKP - 2010	7	SMK - MKP	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Šemetkovce	Okres Svidník	1	2.27
Šemetkovce - KSS - 2010	7	KSS	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - SNS - 2010	7	SNS	Šemetkovce	Okres Svidník	1	2.27
Šemetkovce - ND - 2010	7	ND	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - ZRS - 2010	7	ZRS	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - KDH - 2010	7	KDH	Šemetkovce	Okres Svidník	2	4.54
Šemetkovce - ĽSNS - 2010	7	ĽSNS	Šemetkovce	Okres Svidník	1	2.27
Šemetkovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Šemetkovce	Okres Svidník	3	6.81
Šemetkovce - AZEN - 2010	7	AZEN	Šemetkovce	Okres Svidník	0	0.00
Šemetkovce - SMER - 2010	7	SMER	Šemetkovce	Okres Svidník	19	43.18
Šemetkovce - MOST - HÍD - 2010	7	MOST - HÍD	Šemetkovce	Okres Svidník	0	0.00
Štefurov - SRK - 2010	7	SRK	Štefurov	Okres Svidník	0	0.00
Štefurov - Paliho Kapurková - 2010	7	Paliho Kapurková	Štefurov	Okres Svidník	0	0.00
Štefurov - SaS - 2010	7	SaS	Štefurov	Okres Svidník	6	11.32
Štefurov - SDĽ - 2010	7	SDĽ	Štefurov	Okres Svidník	2	3.77
Štefurov - SMK - MKP - 2010	7	SMK - MKP	Štefurov	Okres Svidník	0	0.00
Štefurov - ĽS - HZDS - 2010	7	ĽS - HZDS	Štefurov	Okres Svidník	1	1.88
Štefurov - KSS - 2010	7	KSS	Štefurov	Okres Svidník	3	5.66
Štefurov - SNS - 2010	7	SNS	Štefurov	Okres Svidník	7	13.20
Štefurov - ND - 2010	7	ND	Štefurov	Okres Svidník	0	0.00
Štefurov - ZRS - 2010	7	ZRS	Štefurov	Okres Svidník	0	0.00
Štefurov - KDH - 2010	7	KDH	Štefurov	Okres Svidník	6	11.32
Štefurov - ĽSNS - 2010	7	ĽSNS	Štefurov	Okres Svidník	0	0.00
Štefurov - SDKÚ - DS - 2010	7	SDKÚ - DS	Štefurov	Okres Svidník	1	1.88
Štefurov - AZEN - 2010	7	AZEN	Štefurov	Okres Svidník	0	0.00
Štefurov - SMER - 2010	7	SMER	Štefurov	Okres Svidník	25	47.16
Štefurov - MOST - HÍD - 2010	7	MOST - HÍD	Štefurov	Okres Svidník	2	3.77
Vagrinec - SRK - 2010	7	SRK	Vagrinec	Okres Svidník	0	0.00
Vagrinec - Paliho Kapurková - 2010	7	Paliho Kapurková	Vagrinec	Okres Svidník	0	0.00
Vagrinec - SaS - 2010	7	SaS	Vagrinec	Okres Svidník	6	9.09
Vagrinec - SDĽ - 2010	7	SDĽ	Vagrinec	Okres Svidník	4	6.06
Vagrinec - SMK - MKP - 2010	7	SMK - MKP	Vagrinec	Okres Svidník	0	0.00
Vagrinec - ĽS - HZDS - 2010	7	ĽS - HZDS	Vagrinec	Okres Svidník	2	3.03
Vagrinec - KSS - 2010	7	KSS	Vagrinec	Okres Svidník	2	3.03
Vagrinec - SNS - 2010	7	SNS	Vagrinec	Okres Svidník	1	1.51
Vagrinec - ND - 2010	7	ND	Vagrinec	Okres Svidník	1	1.51
Vagrinec - ZRS - 2010	7	ZRS	Vagrinec	Okres Svidník	0	0.00
Vagrinec - KDH - 2010	7	KDH	Vagrinec	Okres Svidník	5	7.57
Vagrinec - ĽSNS - 2010	7	ĽSNS	Vagrinec	Okres Svidník	0	0.00
Vagrinec - SDKÚ - DS - 2010	7	SDKÚ - DS	Vagrinec	Okres Svidník	1	1.51
Vagrinec - AZEN - 2010	7	AZEN	Vagrinec	Okres Svidník	0	0.00
Vagrinec - SMER - 2010	7	SMER	Vagrinec	Okres Svidník	42	63.63
Vagrinec - MOST - HÍD - 2010	7	MOST - HÍD	Vagrinec	Okres Svidník	2	3.03
Valkovce - SRK - 2010	7	SRK	Valkovce	Okres Svidník	0	0.00
Valkovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Valkovce	Okres Svidník	2	2.00
Valkovce - SaS - 2010	7	SaS	Valkovce	Okres Svidník	6	6.00
Valkovce - SDĽ - 2010	7	SDĽ	Valkovce	Okres Svidník	4	4.00
Valkovce - SMK - MKP - 2010	7	SMK - MKP	Valkovce	Okres Svidník	0	0.00
Valkovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Valkovce	Okres Svidník	7	7.00
Valkovce - KSS - 2010	7	KSS	Valkovce	Okres Svidník	4	4.00
Valkovce - SNS - 2010	7	SNS	Valkovce	Okres Svidník	6	6.00
Valkovce - ND - 2010	7	ND	Valkovce	Okres Svidník	0	0.00
Valkovce - ZRS - 2010	7	ZRS	Valkovce	Okres Svidník	1	1.00
Valkovce - KDH - 2010	7	KDH	Valkovce	Okres Svidník	16	16.00
Valkovce - ĽSNS - 2010	7	ĽSNS	Valkovce	Okres Svidník	0	0.00
Valkovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Valkovce	Okres Svidník	9	9.00
Valkovce - AZEN - 2010	7	AZEN	Valkovce	Okres Svidník	0	0.00
Valkovce - SMER - 2010	7	SMER	Valkovce	Okres Svidník	44	44.00
Valkovce - MOST - HÍD - 2010	7	MOST - HÍD	Valkovce	Okres Svidník	1	1.00
Vápeník - SRK - 2010	7	SRK	Vápeník	Okres Svidník	1	2.27
Vápeník - Paliho Kapurková - 2010	7	Paliho Kapurková	Vápeník	Okres Svidník	0	0.00
Vápeník - SaS - 2010	7	SaS	Vápeník	Okres Svidník	2	4.54
Vápeník - SDĽ - 2010	7	SDĽ	Vápeník	Okres Svidník	0	0.00
Vápeník - SMK - MKP - 2010	7	SMK - MKP	Vápeník	Okres Svidník	0	0.00
Vápeník - ĽS - HZDS - 2010	7	ĽS - HZDS	Vápeník	Okres Svidník	1	2.27
Vápeník - KSS - 2010	7	KSS	Vápeník	Okres Svidník	4	9.09
Vápeník - SNS - 2010	7	SNS	Vápeník	Okres Svidník	1	2.27
Vápeník - ND - 2010	7	ND	Vápeník	Okres Svidník	0	0.00
Vápeník - ZRS - 2010	7	ZRS	Vápeník	Okres Svidník	1	2.27
Vápeník - KDH - 2010	7	KDH	Vápeník	Okres Svidník	1	2.27
Vápeník - ĽSNS - 2010	7	ĽSNS	Vápeník	Okres Svidník	1	2.27
Vápeník - SDKÚ - DS - 2010	7	SDKÚ - DS	Vápeník	Okres Svidník	2	4.54
Vápeník - AZEN - 2010	7	AZEN	Vápeník	Okres Svidník	1	2.27
Vápeník - SMER - 2010	7	SMER	Vápeník	Okres Svidník	29	65.90
Vápeník - MOST - HÍD - 2010	7	MOST - HÍD	Vápeník	Okres Svidník	0	0.00
Vyšná Jedľová - SRK - 2010	7	SRK	Vyšná Jedľová	Okres Svidník	0	0.00
Vyšná Jedľová - Paliho Kapurková - 2010	7	Paliho Kapurková	Vyšná Jedľová	Okres Svidník	1	0.88
Vyšná Jedľová - SaS - 2010	7	SaS	Vyšná Jedľová	Okres Svidník	4	3.53
Vyšná Jedľová - SDĽ - 2010	7	SDĽ	Vyšná Jedľová	Okres Svidník	8	7.07
Vyšná Jedľová - SMK - MKP - 2010	7	SMK - MKP	Vyšná Jedľová	Okres Svidník	0	0.00
Vyšná Jedľová - ĽS - HZDS - 2010	7	ĽS - HZDS	Vyšná Jedľová	Okres Svidník	1	0.88
Vyšná Jedľová - KSS - 2010	7	KSS	Vyšná Jedľová	Okres Svidník	1	0.88
Vyšná Jedľová - SNS - 2010	7	SNS	Vyšná Jedľová	Okres Svidník	4	3.53
Vyšná Jedľová - ND - 2010	7	ND	Vyšná Jedľová	Okres Svidník	0	0.00
Vyšná Jedľová - ZRS - 2010	7	ZRS	Vyšná Jedľová	Okres Svidník	1	0.88
Vyšná Jedľová - KDH - 2010	7	KDH	Vyšná Jedľová	Okres Svidník	0	0.00
Vyšná Jedľová - ĽSNS - 2010	7	ĽSNS	Vyšná Jedľová	Okres Svidník	1	0.88
Vyšná Jedľová - SDKÚ - DS - 2010	7	SDKÚ - DS	Vyšná Jedľová	Okres Svidník	5	4.42
Vyšná Jedľová - AZEN - 2010	7	AZEN	Vyšná Jedľová	Okres Svidník	0	0.00
Vyšná Jedľová - SMER - 2010	7	SMER	Vyšná Jedľová	Okres Svidník	83	73.45
Vyšná Jedľová - MOST - HÍD - 2010	7	MOST - HÍD	Vyšná Jedľová	Okres Svidník	3	2.65
Vyšná Pisaná - SRK - 2010	7	SRK	Vyšná Pisaná	Okres Svidník	0	0.00
Vyšná Pisaná - Paliho Kapurková - 2010	7	Paliho Kapurková	Vyšná Pisaná	Okres Svidník	0	0.00
Vyšná Pisaná - SaS - 2010	7	SaS	Vyšná Pisaná	Okres Svidník	2	3.77
Vyšná Pisaná - SDĽ - 2010	7	SDĽ	Vyšná Pisaná	Okres Svidník	1	1.88
Vyšná Pisaná - SMK - MKP - 2010	7	SMK - MKP	Vyšná Pisaná	Okres Svidník	0	0.00
Vyšná Pisaná - ĽS - HZDS - 2010	7	ĽS - HZDS	Vyšná Pisaná	Okres Svidník	1	1.88
Vyšná Pisaná - KSS - 2010	7	KSS	Vyšná Pisaná	Okres Svidník	2	3.77
Vyšná Pisaná - SNS - 2010	7	SNS	Vyšná Pisaná	Okres Svidník	4	7.54
Vyšná Pisaná - ND - 2010	7	ND	Vyšná Pisaná	Okres Svidník	0	0.00
Vyšná Pisaná - ZRS - 2010	7	ZRS	Vyšná Pisaná	Okres Svidník	1	1.88
Vyšná Pisaná - KDH - 2010	7	KDH	Vyšná Pisaná	Okres Svidník	4	7.54
Vyšná Pisaná - ĽSNS - 2010	7	ĽSNS	Vyšná Pisaná	Okres Svidník	0	0.00
Vyšná Pisaná - SDKÚ - DS - 2010	7	SDKÚ - DS	Vyšná Pisaná	Okres Svidník	3	5.66
Vyšná Pisaná - AZEN - 2010	7	AZEN	Vyšná Pisaná	Okres Svidník	0	0.00
Vyšná Pisaná - SMER - 2010	7	SMER	Vyšná Pisaná	Okres Svidník	33	62.26
Vyšná Pisaná - MOST - HÍD - 2010	7	MOST - HÍD	Vyšná Pisaná	Okres Svidník	1	1.88
Vyšný Komárnik - SRK - 2010	7	SRK	Vyšný Komárnik	Okres Svidník	0	0.00
Vyšný Komárnik - Paliho Kapurková - 2010	7	Paliho Kapurková	Vyšný Komárnik	Okres Svidník	1	1.72
Vyšný Komárnik - SaS - 2010	7	SaS	Vyšný Komárnik	Okres Svidník	3	5.17
Vyšný Komárnik - SDĽ - 2010	7	SDĽ	Vyšný Komárnik	Okres Svidník	3	5.17
Vyšný Komárnik - SMK - MKP - 2010	7	SMK - MKP	Vyšný Komárnik	Okres Svidník	0	0.00
Vyšný Komárnik - ĽS - HZDS - 2010	7	ĽS - HZDS	Vyšný Komárnik	Okres Svidník	2	3.44
Vyšný Komárnik - KSS - 2010	7	KSS	Vyšný Komárnik	Okres Svidník	2	3.44
Vyšný Komárnik - SNS - 2010	7	SNS	Vyšný Komárnik	Okres Svidník	4	6.89
Vyšný Komárnik - ND - 2010	7	ND	Vyšný Komárnik	Okres Svidník	0	0.00
Vyšný Komárnik - ZRS - 2010	7	ZRS	Vyšný Komárnik	Okres Svidník	1	1.72
Vyšný Komárnik - KDH - 2010	7	KDH	Vyšný Komárnik	Okres Svidník	9	15.51
Vyšný Komárnik - ĽSNS - 2010	7	ĽSNS	Vyšný Komárnik	Okres Svidník	1	1.72
Vyšný Komárnik - SDKÚ - DS - 2010	7	SDKÚ - DS	Vyšný Komárnik	Okres Svidník	3	5.17
Vyšný Komárnik - AZEN - 2010	7	AZEN	Vyšný Komárnik	Okres Svidník	1	1.72
Vyšný Komárnik - SMER - 2010	7	SMER	Vyšný Komárnik	Okres Svidník	24	41.37
Vyšný Komárnik - MOST - HÍD - 2010	7	MOST - HÍD	Vyšný Komárnik	Okres Svidník	2	3.44
Vyšný Mirošov - SRK - 2010	7	SRK	Vyšný Mirošov	Okres Svidník	6	2.40
Vyšný Mirošov - Paliho Kapurková - 2010	7	Paliho Kapurková	Vyšný Mirošov	Okres Svidník	0	0.00
Vyšný Mirošov - SaS - 2010	7	SaS	Vyšný Mirošov	Okres Svidník	4	1.60
Vyšný Mirošov - SDĽ - 2010	7	SDĽ	Vyšný Mirošov	Okres Svidník	15	6.00
Vyšný Mirošov - SMK - MKP - 2010	7	SMK - MKP	Vyšný Mirošov	Okres Svidník	1	0.40
Vyšný Mirošov - ĽS - HZDS - 2010	7	ĽS - HZDS	Vyšný Mirošov	Okres Svidník	49	19.60
Vyšný Mirošov - KSS - 2010	7	KSS	Vyšný Mirošov	Okres Svidník	5	2.00
Vyšný Mirošov - SNS - 2010	7	SNS	Vyšný Mirošov	Okres Svidník	13	5.20
Vyšný Mirošov - ND - 2010	7	ND	Vyšný Mirošov	Okres Svidník	0	0.00
Vyšný Mirošov - ZRS - 2010	7	ZRS	Vyšný Mirošov	Okres Svidník	1	0.40
Vyšný Mirošov - KDH - 2010	7	KDH	Vyšný Mirošov	Okres Svidník	3	1.20
Vyšný Mirošov - ĽSNS - 2010	7	ĽSNS	Vyšný Mirošov	Okres Svidník	3	1.20
Vyšný Mirošov - SDKÚ - DS - 2010	7	SDKÚ - DS	Vyšný Mirošov	Okres Svidník	15	6.00
Vyšný Mirošov - AZEN - 2010	7	AZEN	Vyšný Mirošov	Okres Svidník	1	0.40
Vyšný Mirošov - SMER - 2010	7	SMER	Vyšný Mirošov	Okres Svidník	121	48.40
Vyšný Mirošov - MOST - HÍD - 2010	7	MOST - HÍD	Vyšný Mirošov	Okres Svidník	5	2.00
Vyšný Orlík - SRK - 2010	7	SRK	Vyšný Orlík	Okres Svidník	0	0.00
Vyšný Orlík - Paliho Kapurková - 2010	7	Paliho Kapurková	Vyšný Orlík	Okres Svidník	0	0.00
Vyšný Orlík - SaS - 2010	7	SaS	Vyšný Orlík	Okres Svidník	4	2.27
Vyšný Orlík - SDĽ - 2010	7	SDĽ	Vyšný Orlík	Okres Svidník	20	11.36
Vyšný Orlík - SMK - MKP - 2010	7	SMK - MKP	Vyšný Orlík	Okres Svidník	0	0.00
Vyšný Orlík - ĽS - HZDS - 2010	7	ĽS - HZDS	Vyšný Orlík	Okres Svidník	16	9.09
Vyšný Orlík - KSS - 2010	7	KSS	Vyšný Orlík	Okres Svidník	0	0.00
Vyšný Orlík - SNS - 2010	7	SNS	Vyšný Orlík	Okres Svidník	1	0.56
Vyšný Orlík - ND - 2010	7	ND	Vyšný Orlík	Okres Svidník	0	0.00
Vyšný Orlík - ZRS - 2010	7	ZRS	Vyšný Orlík	Okres Svidník	0	0.00
Vyšný Orlík - KDH - 2010	7	KDH	Vyšný Orlík	Okres Svidník	10	5.68
Vyšný Orlík - ĽSNS - 2010	7	ĽSNS	Vyšný Orlík	Okres Svidník	1	0.56
Vyšný Orlík - SDKÚ - DS - 2010	7	SDKÚ - DS	Vyšný Orlík	Okres Svidník	6	3.40
Vyšný Orlík - AZEN - 2010	7	AZEN	Vyšný Orlík	Okres Svidník	1	0.56
Vyšný Orlík - SMER - 2010	7	SMER	Vyšný Orlík	Okres Svidník	112	63.63
Vyšný Orlík - MOST - HÍD - 2010	7	MOST - HÍD	Vyšný Orlík	Okres Svidník	1	0.56
Železník - SRK - 2010	7	SRK	Železník	Okres Svidník	1	0.45
Železník - Paliho Kapurková - 2010	7	Paliho Kapurková	Železník	Okres Svidník	2	0.90
Železník - SaS - 2010	7	SaS	Železník	Okres Svidník	4	1.81
Železník - SDĽ - 2010	7	SDĽ	Železník	Okres Svidník	4	1.81
Železník - SMK - MKP - 2010	7	SMK - MKP	Železník	Okres Svidník	0	0.00
Železník - ĽS - HZDS - 2010	7	ĽS - HZDS	Železník	Okres Svidník	10	4.54
Železník - KSS - 2010	7	KSS	Železník	Okres Svidník	3	1.36
Železník - SNS - 2010	7	SNS	Železník	Okres Svidník	18	8.18
Železník - ND - 2010	7	ND	Železník	Okres Svidník	1	0.45
Železník - ZRS - 2010	7	ZRS	Železník	Okres Svidník	3	1.36
Železník - KDH - 2010	7	KDH	Železník	Okres Svidník	28	12.72
Železník - ĽSNS - 2010	7	ĽSNS	Železník	Okres Svidník	1	0.45
Železník - SDKÚ - DS - 2010	7	SDKÚ - DS	Železník	Okres Svidník	14	6.36
Železník - AZEN - 2010	7	AZEN	Železník	Okres Svidník	0	0.00
Železník - SMER - 2010	7	SMER	Železník	Okres Svidník	121	55.00
Železník - MOST - HÍD - 2010	7	MOST - HÍD	Železník	Okres Svidník	6	2.72
Želmanovce - SRK - 2010	7	SRK	Želmanovce	Okres Svidník	0	0.00
Želmanovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Želmanovce	Okres Svidník	0	0.00
Želmanovce - SaS - 2010	7	SaS	Želmanovce	Okres Svidník	0	0.00
Želmanovce - SDĽ - 2010	7	SDĽ	Želmanovce	Okres Svidník	2	1.52
Želmanovce - SMK - MKP - 2010	7	SMK - MKP	Želmanovce	Okres Svidník	0	0.00
Želmanovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Želmanovce	Okres Svidník	4	3.05
Želmanovce - KSS - 2010	7	KSS	Želmanovce	Okres Svidník	2	1.52
Želmanovce - SNS - 2010	7	SNS	Želmanovce	Okres Svidník	16	12.21
Želmanovce - ND - 2010	7	ND	Želmanovce	Okres Svidník	0	0.00
Želmanovce - ZRS - 2010	7	ZRS	Želmanovce	Okres Svidník	0	0.00
Želmanovce - KDH - 2010	7	KDH	Želmanovce	Okres Svidník	25	19.08
Želmanovce - ĽSNS - 2010	7	ĽSNS	Želmanovce	Okres Svidník	3	2.29
Želmanovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Želmanovce	Okres Svidník	15	11.45
Želmanovce - AZEN - 2010	7	AZEN	Želmanovce	Okres Svidník	1	0.76
Želmanovce - SMER - 2010	7	SMER	Želmanovce	Okres Svidník	62	47.32
Želmanovce - MOST - HÍD - 2010	7	MOST - HÍD	Želmanovce	Okres Svidník	1	0.76
Babie - SRK - 2010	7	SRK	Babie	Okres Vranov nad Topľou	1	0.79
Babie - Paliho Kapurková - 2010	7	Paliho Kapurková	Babie	Okres Vranov nad Topľou	2	1.58
Babie - SaS - 2010	7	SaS	Babie	Okres Vranov nad Topľou	5	3.96
Babie - SDĽ - 2010	7	SDĽ	Babie	Okres Vranov nad Topľou	3	2.38
Babie - SMK - MKP - 2010	7	SMK - MKP	Babie	Okres Vranov nad Topľou	0	0.00
Babie - ĽS - HZDS - 2010	7	ĽS - HZDS	Babie	Okres Vranov nad Topľou	2	1.58
Babie - KSS - 2010	7	KSS	Babie	Okres Vranov nad Topľou	3	2.38
Babie - SNS - 2010	7	SNS	Babie	Okres Vranov nad Topľou	3	2.38
Babie - ND - 2010	7	ND	Babie	Okres Vranov nad Topľou	1	0.79
Babie - ZRS - 2010	7	ZRS	Babie	Okres Vranov nad Topľou	1	0.79
Babie - KDH - 2010	7	KDH	Babie	Okres Vranov nad Topľou	15	11.90
Babie - ĽSNS - 2010	7	ĽSNS	Babie	Okres Vranov nad Topľou	0	0.00
Babie - SDKÚ - DS - 2010	7	SDKÚ - DS	Babie	Okres Vranov nad Topľou	4	3.17
Babie - AZEN - 2010	7	AZEN	Babie	Okres Vranov nad Topľou	0	0.00
Babie - SMER - 2010	7	SMER	Babie	Okres Vranov nad Topľou	84	66.66
Babie - MOST - HÍD - 2010	7	MOST - HÍD	Babie	Okres Vranov nad Topľou	1	0.79
Banské - SRK - 2010	7	SRK	Banské	Okres Vranov nad Topľou	10	1.49
Banské - Paliho Kapurková - 2010	7	Paliho Kapurková	Banské	Okres Vranov nad Topľou	1	0.14
Banské - SaS - 2010	7	SaS	Banské	Okres Vranov nad Topľou	14	2.09
Banské - SDĽ - 2010	7	SDĽ	Banské	Okres Vranov nad Topľou	7	1.04
Banské - SMK - MKP - 2010	7	SMK - MKP	Banské	Okres Vranov nad Topľou	2	0.29
Banské - ĽS - HZDS - 2010	7	ĽS - HZDS	Banské	Okres Vranov nad Topľou	92	13.75
Banské - KSS - 2010	7	KSS	Banské	Okres Vranov nad Topľou	3	0.44
Banské - SNS - 2010	7	SNS	Banské	Okres Vranov nad Topľou	32	4.78
Banské - ND - 2010	7	ND	Banské	Okres Vranov nad Topľou	1	0.14
Banské - ZRS - 2010	7	ZRS	Banské	Okres Vranov nad Topľou	3	0.44
Banské - KDH - 2010	7	KDH	Banské	Okres Vranov nad Topľou	61	9.11
Banské - ĽSNS - 2010	7	ĽSNS	Banské	Okres Vranov nad Topľou	6	0.89
Banské - SDKÚ - DS - 2010	7	SDKÚ - DS	Banské	Okres Vranov nad Topľou	36	5.38
Banské - AZEN - 2010	7	AZEN	Banské	Okres Vranov nad Topľou	1	0.14
Banské - SMER - 2010	7	SMER	Banské	Okres Vranov nad Topľou	346	51.71
Banské - MOST - HÍD - 2010	7	MOST - HÍD	Banské	Okres Vranov nad Topľou	4	0.59
Benkovce - SRK - 2010	7	SRK	Benkovce	Okres Vranov nad Topľou	6	2.75
Benkovce - Paliho Kapurková - 2010	7	Paliho Kapurková	Benkovce	Okres Vranov nad Topľou	0	0.00
Benkovce - SaS - 2010	7	SaS	Benkovce	Okres Vranov nad Topľou	10	4.58
Benkovce - SDĽ - 2010	7	SDĽ	Benkovce	Okres Vranov nad Topľou	4	1.83
Benkovce - SMK - MKP - 2010	7	SMK - MKP	Benkovce	Okres Vranov nad Topľou	0	0.00
Benkovce - ĽS - HZDS - 2010	7	ĽS - HZDS	Benkovce	Okres Vranov nad Topľou	9	4.12
Benkovce - KSS - 2010	7	KSS	Benkovce	Okres Vranov nad Topľou	14	6.42
Benkovce - SNS - 2010	7	SNS	Benkovce	Okres Vranov nad Topľou	12	5.50
Benkovce - ND - 2010	7	ND	Benkovce	Okres Vranov nad Topľou	0	0.00
Benkovce - ZRS - 2010	7	ZRS	Benkovce	Okres Vranov nad Topľou	1	0.45
Benkovce - KDH - 2010	7	KDH	Benkovce	Okres Vranov nad Topľou	42	19.26
Benkovce - ĽSNS - 2010	7	ĽSNS	Benkovce	Okres Vranov nad Topľou	9	4.12
Benkovce - SDKÚ - DS - 2010	7	SDKÚ - DS	Benkovce	Okres Vranov nad Topľou	20	9.17
Benkovce - AZEN - 2010	7	AZEN	Benkovce	Okres Vranov nad Topľou	1	0.45
Benkovce - SMER - 2010	7	SMER	Benkovce	Okres Vranov nad Topľou	86	39.44
Benkovce - MOST - HÍD - 2010	7	MOST - HÍD	Benkovce	Okres Vranov nad Topľou	3	1.37
Bystré - SRK - 2010	7	SRK	Bystré	Okres Vranov nad Topľou	18	1.70
Bystré - Paliho Kapurková - 2010	7	Paliho Kapurková	Bystré	Okres Vranov nad Topľou	17	1.61
Bystré - SaS - 2010	7	SaS	Bystré	Okres Vranov nad Topľou	53	5.03
Bystré - SDĽ - 2010	7	SDĽ	Bystré	Okres Vranov nad Topľou	37	3.51
Bystré - SMK - MKP - 2010	7	SMK - MKP	Bystré	Okres Vranov nad Topľou	0	0.00
Bystré - ĽS - HZDS - 2010	7	ĽS - HZDS	Bystré	Okres Vranov nad Topľou	57	5.41
Bystré - KSS - 2010	7	KSS	Bystré	Okres Vranov nad Topľou	12	1.13
Bystré - SNS - 2010	7	SNS	Bystré	Okres Vranov nad Topľou	50	4.74
Bystré - ND - 2010	7	ND	Bystré	Okres Vranov nad Topľou	0	0.00
Bystré - ZRS - 2010	7	ZRS	Bystré	Okres Vranov nad Topľou	2	0.18
Bystré - KDH - 2010	7	KDH	Bystré	Okres Vranov nad Topľou	116	11.01
Bystré - ĽSNS - 2010	7	ĽSNS	Bystré	Okres Vranov nad Topľou	11	1.04
Bystré - SDKÚ - DS - 2010	7	SDKÚ - DS	Bystré	Okres Vranov nad Topľou	66	6.26
Bystré - AZEN - 2010	7	AZEN	Bystré	Okres Vranov nad Topľou	3	0.28
Bystré - SMER - 2010	7	SMER	Bystré	Okres Vranov nad Topľou	578	54.89
Bystré - MOST - HÍD - 2010	7	MOST - HÍD	Bystré	Okres Vranov nad Topľou	22	2.08
Cabov - SRK - 2010	7	SRK	Cabov	Okres Vranov nad Topľou	0	0.00
Cabov - Paliho Kapurková - 2010	7	Paliho Kapurková	Cabov	Okres Vranov nad Topľou	2	0.98
Cabov - SaS - 2010	7	SaS	Cabov	Okres Vranov nad Topľou	5	2.45
Cabov - SDĽ - 2010	7	SDĽ	Cabov	Okres Vranov nad Topľou	6	2.94
Cabov - SMK - MKP - 2010	7	SMK - MKP	Cabov	Okres Vranov nad Topľou	0	0.00
Cabov - ĽS - HZDS - 2010	7	ĽS - HZDS	Cabov	Okres Vranov nad Topľou	15	7.35
Cabov - KSS - 2010	7	KSS	Cabov	Okres Vranov nad Topľou	2	0.98
Cabov - SNS - 2010	7	SNS	Cabov	Okres Vranov nad Topľou	12	5.88
Cabov - ND - 2010	7	ND	Cabov	Okres Vranov nad Topľou	1	0.49
Cabov - ZRS - 2010	7	ZRS	Cabov	Okres Vranov nad Topľou	1	0.49
Cabov - KDH - 2010	7	KDH	Cabov	Okres Vranov nad Topľou	20	9.80
Cabov - ĽSNS - 2010	7	ĽSNS	Cabov	Okres Vranov nad Topľou	0	0.00
Cabov - SDKÚ - DS - 2010	7	SDKÚ - DS	Cabov	Okres Vranov nad Topľou	4	1.96
Cabov - AZEN - 2010	7	AZEN	Cabov	Okres Vranov nad Topľou	0	0.00
Cabov - SMER - 2010	7	SMER	Cabov	Okres Vranov nad Topľou	132	64.70
Cabov - MOST - HÍD - 2010	7	MOST - HÍD	Cabov	Okres Vranov nad Topľou	0	0.00
Čaklov - SRK - 2010	7	SRK	Čaklov	Okres Vranov nad Topľou	4	0.48
